"","Subject","Age","Handedness","First_Language","Education","Countryself","Countryparents","Shape","Label","Matching","Response","RT_ms","RT_sec","ACC","ScreenResolution","RefreshRate","Luminance","TextColor","BackgroundColor","VisualAngle","Contrast"
"1",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,753,0.753,1,NA,NA,NA,NA,NA,NA,NA
"2",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,818,0.818,1,NA,NA,NA,NA,NA,NA,NA
"3",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,917,0.917,1,NA,NA,NA,NA,NA,NA,NA
"4",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,717,0.717,1,NA,NA,NA,NA,NA,NA,NA
"5",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,988,0.988,1,NA,NA,NA,NA,NA,NA,NA
"6",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,950,0.95,1,NA,NA,NA,NA,NA,NA,NA
"7",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,657,0.657,1,NA,NA,NA,NA,NA,NA,NA
"8",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,829,0.829,1,NA,NA,NA,NA,NA,NA,NA
"9",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,1143,1.143,1,NA,NA,NA,NA,NA,NA,NA
"10",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,756,0.756,1,NA,NA,NA,NA,NA,NA,NA
"11",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,665,0.665,1,NA,NA,NA,NA,NA,NA,NA
"12",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,846,0.846,1,NA,NA,NA,NA,NA,NA,NA
"13",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,839,0.839,1,NA,NA,NA,NA,NA,NA,NA
"14",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,914,0.914,1,NA,NA,NA,NA,NA,NA,NA
"15",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,712,0.712,1,NA,NA,NA,NA,NA,NA,NA
"16",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,1330,1.33,1,NA,NA,NA,NA,NA,NA,NA
"17",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,786,0.786,1,NA,NA,NA,NA,NA,NA,NA
"18",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,626,0.626,1,NA,NA,NA,NA,NA,NA,NA
"19",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,912,0.912,1,NA,NA,NA,NA,NA,NA,NA
"20",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,725,0.725,1,NA,NA,NA,NA,NA,NA,NA
"21",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,956,0.956,1,NA,NA,NA,NA,NA,NA,NA
"22",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,485,0.485,1,NA,NA,NA,NA,NA,NA,NA
"23",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,1417,1.417,1,NA,NA,NA,NA,NA,NA,NA
"24",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,604,0.604,1,NA,NA,NA,NA,NA,NA,NA
"25",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,789,0.789,1,NA,NA,NA,NA,NA,NA,NA
"26",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,1327,1.327,1,NA,NA,NA,NA,NA,NA,NA
"27",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,1357,1.357,1,NA,NA,NA,NA,NA,NA,NA
"28",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,635,0.635,1,NA,NA,NA,NA,NA,NA,NA
"29",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,871,0.871,1,NA,NA,NA,NA,NA,NA,NA
"30",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,1287,1.287,1,NA,NA,NA,NA,NA,NA,NA
"31",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,739,0.739,1,NA,NA,NA,NA,NA,NA,NA
"32",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,1331,1.331,1,NA,NA,NA,NA,NA,NA,NA
"33",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,907,0.907,1,NA,NA,NA,NA,NA,NA,NA
"34",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,1015,1.015,1,NA,NA,NA,NA,NA,NA,NA
"35",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,1125,1.125,1,NA,NA,NA,NA,NA,NA,NA
"36",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,868,0.868,1,NA,NA,NA,NA,NA,NA,NA
"37",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,582,0.582,1,NA,NA,NA,NA,NA,NA,NA
"38",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,1233,1.233,1,NA,NA,NA,NA,NA,NA,NA
"39",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,1030,1.03,1,NA,NA,NA,NA,NA,NA,NA
"40",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,791,0.791,1,NA,NA,NA,NA,NA,NA,NA
"41",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,1028,1.028,1,NA,NA,NA,NA,NA,NA,NA
"42",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,918,0.918,1,NA,NA,NA,NA,NA,NA,NA
"43",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,793,0.793,1,NA,NA,NA,NA,NA,NA,NA
"44",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,909,0.909,1,NA,NA,NA,NA,NA,NA,NA
"45",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,646,0.646,1,NA,NA,NA,NA,NA,NA,NA
"46",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,467,0.467,1,NA,NA,NA,NA,NA,NA,NA
"47",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,843,0.843,1,NA,NA,NA,NA,NA,NA,NA
"48",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,610,0.61,1,NA,NA,NA,NA,NA,NA,NA
"49",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,972,0.972,1,NA,NA,NA,NA,NA,NA,NA
"50",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,851,0.851,1,NA,NA,NA,NA,NA,NA,NA
"51",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,1208,1.208,1,NA,NA,NA,NA,NA,NA,NA
"52",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,473,0.473,1,NA,NA,NA,NA,NA,NA,NA
"53",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,407,0.407,1,NA,NA,NA,NA,NA,NA,NA
"54",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,1416,1.416,1,NA,NA,NA,NA,NA,NA,NA
"55",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,1164,1.164,1,NA,NA,NA,NA,NA,NA,NA
"56",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,605,0.605,1,NA,NA,NA,NA,NA,NA,NA
"57",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,1071,1.071,1,NA,NA,NA,NA,NA,NA,NA
"58",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,425,0.425,1,NA,NA,NA,NA,NA,NA,NA
"59",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,634,0.634,1,NA,NA,NA,NA,NA,NA,NA
"60",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,3,"Matching",1,393,0.393,1,NA,NA,NA,NA,NA,NA,NA
"61",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,3,"Matching",1,1020,1.02,1,NA,NA,NA,NA,NA,NA,NA
"62",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,414,0.414,1,NA,NA,NA,NA,NA,NA,NA
"63",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,2,"Matching",1,698,0.698,1,NA,NA,NA,NA,NA,NA,NA
"64",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,600,0.6,1,NA,NA,NA,NA,NA,NA,NA
"65",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,757,0.757,1,NA,NA,NA,NA,NA,NA,NA
"66",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,871,0.871,1,NA,NA,NA,NA,NA,NA,NA
"67",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,809,0.809,1,NA,NA,NA,NA,NA,NA,NA
"68",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,829,0.829,1,NA,NA,NA,NA,NA,NA,NA
"69",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,877,0.877,1,NA,NA,NA,NA,NA,NA,NA
"70",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,670,0.67,1,NA,NA,NA,NA,NA,NA,NA
"71",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,766,0.766,1,NA,NA,NA,NA,NA,NA,NA
"72",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,580,0.58,1,NA,NA,NA,NA,NA,NA,NA
"73",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,658,0.658,1,NA,NA,NA,NA,NA,NA,NA
"74",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,739,0.739,1,NA,NA,NA,NA,NA,NA,NA
"75",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,976,0.976,1,NA,NA,NA,NA,NA,NA,NA
"76",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,692,0.692,1,NA,NA,NA,NA,NA,NA,NA
"77",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,665,0.665,1,NA,NA,NA,NA,NA,NA,NA
"78",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,819,0.819,1,NA,NA,NA,NA,NA,NA,NA
"79",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,832,0.832,1,NA,NA,NA,NA,NA,NA,NA
"80",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,672,0.672,1,NA,NA,NA,NA,NA,NA,NA
"81",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,638,0.638,1,NA,NA,NA,NA,NA,NA,NA
"82",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,524,0.524,1,NA,NA,NA,NA,NA,NA,NA
"83",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,780,0.78,1,NA,NA,NA,NA,NA,NA,NA
"84",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,539,0.539,1,NA,NA,NA,NA,NA,NA,NA
"85",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,543,0.543,1,NA,NA,NA,NA,NA,NA,NA
"86",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,680,0.68,1,NA,NA,NA,NA,NA,NA,NA
"87",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,889,0.889,1,NA,NA,NA,NA,NA,NA,NA
"88",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,529,0.529,1,NA,NA,NA,NA,NA,NA,NA
"89",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,604,0.604,1,NA,NA,NA,NA,NA,NA,NA
"90",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,713,0.713,1,NA,NA,NA,NA,NA,NA,NA
"91",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,798,0.798,1,NA,NA,NA,NA,NA,NA,NA
"92",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,1034,1.034,1,NA,NA,NA,NA,NA,NA,NA
"93",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,726,0.726,1,NA,NA,NA,NA,NA,NA,NA
"94",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,788,0.788,1,NA,NA,NA,NA,NA,NA,NA
"95",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,741,0.741,1,NA,NA,NA,NA,NA,NA,NA
"96",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,686,0.686,1,NA,NA,NA,NA,NA,NA,NA
"97",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,421,0.421,1,NA,NA,NA,NA,NA,NA,NA
"98",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,648,0.648,1,NA,NA,NA,NA,NA,NA,NA
"99",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,432,0.432,1,NA,NA,NA,NA,NA,NA,NA
"100",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,1127,1.127,1,NA,NA,NA,NA,NA,NA,NA
"101",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,544,0.544,1,NA,NA,NA,NA,NA,NA,NA
"102",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,831,0.831,1,NA,NA,NA,NA,NA,NA,NA
"103",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Matching",1,627,0.627,1,NA,NA,NA,NA,NA,NA,NA
"104",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,373,0.373,1,NA,NA,NA,NA,NA,NA,NA
"105",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Matching",1,818,0.818,1,NA,NA,NA,NA,NA,NA,NA
"106",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,642,0.642,1,NA,NA,NA,NA,NA,NA,NA
"107",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,891,0.891,1,NA,NA,NA,NA,NA,NA,NA
"108",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,884,0.884,1,NA,NA,NA,NA,NA,NA,NA
"109",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,2,"Nonmatching",1,1199,1.199,1,NA,NA,NA,NA,NA,NA,NA
"110",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,1285,1.285,1,NA,NA,NA,NA,NA,NA,NA
"111",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,921,0.921,1,NA,NA,NA,NA,NA,NA,NA
"112",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,862,0.862,1,NA,NA,NA,NA,NA,NA,NA
"113",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,560,0.56,1,NA,NA,NA,NA,NA,NA,NA
"114",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,776,0.776,1,NA,NA,NA,NA,NA,NA,NA
"115",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,866,0.866,1,NA,NA,NA,NA,NA,NA,NA
"116",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,832,0.832,1,NA,NA,NA,NA,NA,NA,NA
"117",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,785,0.785,1,NA,NA,NA,NA,NA,NA,NA
"118",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,940,0.94,1,NA,NA,NA,NA,NA,NA,NA
"119",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,995,0.995,1,NA,NA,NA,NA,NA,NA,NA
"120",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,954,0.954,1,NA,NA,NA,NA,NA,NA,NA
"121",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,925,0.925,1,NA,NA,NA,NA,NA,NA,NA
"122",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Nonmatching",1,754,0.754,1,NA,NA,NA,NA,NA,NA,NA
"123",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,740,0.74,1,NA,NA,NA,NA,NA,NA,NA
"124",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,826,0.826,1,NA,NA,NA,NA,NA,NA,NA
"125",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,954,0.954,1,NA,NA,NA,NA,NA,NA,NA
"126",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,951,0.951,1,NA,NA,NA,NA,NA,NA,NA
"127",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,814,0.814,1,NA,NA,NA,NA,NA,NA,NA
"128",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,1052,1.052,1,NA,NA,NA,NA,NA,NA,NA
"129",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,621,0.621,1,NA,NA,NA,NA,NA,NA,NA
"130",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,684,0.684,1,NA,NA,NA,NA,NA,NA,NA
"131",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Nonmatching",1,785,0.785,1,NA,NA,NA,NA,NA,NA,NA
"132",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,889,0.889,1,NA,NA,NA,NA,NA,NA,NA
"133",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,870,0.87,1,NA,NA,NA,NA,NA,NA,NA
"134",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,857,0.857,1,NA,NA,NA,NA,NA,NA,NA
"135",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,982,0.982,1,NA,NA,NA,NA,NA,NA,NA
"136",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,2,"Nonmatching",1,1360,1.36,1,NA,NA,NA,NA,NA,NA,NA
"137",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,868,0.868,1,NA,NA,NA,NA,NA,NA,NA
"138",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,628,0.628,1,NA,NA,NA,NA,NA,NA,NA
"139",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,876,0.876,1,NA,NA,NA,NA,NA,NA,NA
"140",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,741,0.741,1,NA,NA,NA,NA,NA,NA,NA
"141",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,854,0.854,1,NA,NA,NA,NA,NA,NA,NA
"142",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,980,0.98,1,NA,NA,NA,NA,NA,NA,NA
"143",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,772,0.772,1,NA,NA,NA,NA,NA,NA,NA
"144",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,764,0.764,1,NA,NA,NA,NA,NA,NA,NA
"145",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,590,0.59,1,NA,NA,NA,NA,NA,NA,NA
"146",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,2,"Nonmatching",1,1082,1.082,1,NA,NA,NA,NA,NA,NA,NA
"147",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,521,0.521,1,NA,NA,NA,NA,NA,NA,NA
"148",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,1078,1.078,1,NA,NA,NA,NA,NA,NA,NA
"149",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,888,0.888,1,NA,NA,NA,NA,NA,NA,NA
"150",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,787,0.787,1,NA,NA,NA,NA,NA,NA,NA
"151",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,1154,1.154,1,NA,NA,NA,NA,NA,NA,NA
"152",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Nonmatching",1,706,0.706,1,NA,NA,NA,NA,NA,NA,NA
"153",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,1168,1.168,1,NA,NA,NA,NA,NA,NA,NA
"154",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,820,0.82,1,NA,NA,NA,NA,NA,NA,NA
"155",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,2,"Nonmatching",1,864,0.864,1,NA,NA,NA,NA,NA,NA,NA
"156",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,949,0.949,1,NA,NA,NA,NA,NA,NA,NA
"157",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,1046,1.046,1,NA,NA,NA,NA,NA,NA,NA
"158",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,973,0.973,1,NA,NA,NA,NA,NA,NA,NA
"159",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,694,0.694,1,NA,NA,NA,NA,NA,NA,NA
"160",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,2,"Nonmatching",1,576,0.576,1,NA,NA,NA,NA,NA,NA,NA
"161",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Nonmatching",1,542,0.542,1,NA,NA,NA,NA,NA,NA,NA
"162",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,848,0.848,1,NA,NA,NA,NA,NA,NA,NA
"163",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,809,0.809,1,NA,NA,NA,NA,NA,NA,NA
"164",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,664,0.664,1,NA,NA,NA,NA,NA,NA,NA
"165",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,905,0.905,1,NA,NA,NA,NA,NA,NA,NA
"166",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,753,0.753,1,NA,NA,NA,NA,NA,NA,NA
"167",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,920,0.92,1,NA,NA,NA,NA,NA,NA,NA
"168",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,786,0.786,1,NA,NA,NA,NA,NA,NA,NA
"169",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,488,0.488,1,NA,NA,NA,NA,NA,NA,NA
"170",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,2,"Nonmatching",1,1208,1.208,1,NA,NA,NA,NA,NA,NA,NA
"171",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,2,"Nonmatching",1,1113,1.113,1,NA,NA,NA,NA,NA,NA,NA
"172",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,990,0.99,1,NA,NA,NA,NA,NA,NA,NA
"173",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,819,0.819,1,NA,NA,NA,NA,NA,NA,NA
"174",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,651,0.651,1,NA,NA,NA,NA,NA,NA,NA
"175",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Nonmatching",1,703,0.703,1,NA,NA,NA,NA,NA,NA,NA
"176",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,498,0.498,1,NA,NA,NA,NA,NA,NA,NA
"177",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Nonmatching",1,708,0.708,1,NA,NA,NA,NA,NA,NA,NA
"178",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,1,"Nonmatching",1,508,0.508,1,NA,NA,NA,NA,NA,NA,NA
"179",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,501,0.501,1,NA,NA,NA,NA,NA,NA,NA
"180",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,628,0.628,1,NA,NA,NA,NA,NA,NA,NA
"181",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,852,0.852,1,NA,NA,NA,NA,NA,NA,NA
"182",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,721,0.721,1,NA,NA,NA,NA,NA,NA,NA
"183",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",2,2,"Nonmatching",1,712,0.712,1,NA,NA,NA,NA,NA,NA,NA
"184",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,708,0.708,1,NA,NA,NA,NA,NA,NA,NA
"185",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,1073,1.073,1,NA,NA,NA,NA,NA,NA,NA
"186",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,1,"Nonmatching",1,820,0.82,1,NA,NA,NA,NA,NA,NA,NA
"187",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,1,"Nonmatching",1,711,0.711,1,NA,NA,NA,NA,NA,NA,NA
"188",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",1,2,"Nonmatching",1,833,0.833,1,NA,NA,NA,NA,NA,NA,NA
"189",201,18,"r","English/Farsi","High School","Iran/Canada","Iran",3,3,"Nonmatching",1,756,0.756,1,NA,NA,NA,NA,NA,NA,NA
